example_id,capability,split,kind,source_capability,topic,difficulty,prompt,reference
systems-train-target-004,systems,train,target,systems,signals,easy,Give the Linux command that sends SIGTERM to PID 1300.,kill -TERM 1300
systems-train-target-005,systems,train,target,systems,systemd,easy,Give the `systemctl` command that performs `status` on service `worker100.service`.,systemctl status worker100.service
systems-train-target-006,systems,train,target,systems,journald,easy,Give a `journalctl` command that shows logs for `worker100.service` since 30 minutes ago.,"journalctl -u worker100.service --since ""30 minutes ago"""
systems-train-target-007,systems,train,target,systems,tar,easy,Give a Linux command that creates gzip-compressed archive `backup_100.tar.gz` from directory `/srv/data100`.,tar -czf backup_100.tar.gz /srv/data100
systems-train-target-008,systems,train,target,systems,dns,easy,Give a `dig` command that prints only the IPv4 A-record answer for `node100.example.com`.,dig +short node100.example.com A
systems-train-target-009,systems,train,target,systems,storage,easy,Give a command that reports filesystem disk usage for `/srv/data100` in human-readable units.,df -h /srv/data100
systems-train-target-010,systems,train,target,systems,permissions,medium,Give the Linux command that sets file `app_101.conf` to permission mode 600.,chmod 600 app_101.conf
systems-train-target-011,systems,train,target,systems,find,medium,Give a Linux `find` command that recursively lists regular files under `/var/tmp/job101` whose names end in `.conf`.,"find /var/tmp/job101 -type f -name ""*.conf"""
systems-train-target-012,systems,train,target,systems,grep,medium,Give a Linux command that recursively searches `/srv/app101` for the text 'timeout' and prints line numbers.,grep -R -n 'timeout' /srv/app101
systems-train-target-013,systems,train,target,systems,sockets,medium,"On host `node101`, which `ss` command lists listening UDP sockets with numeric addresses and process information?",ss -lunp
systems-train-target-014,systems,train,target,systems,signals,medium,Give the Linux command that sends SIGHUP to PID 1301.,kill -HUP 1301
systems-train-target-015,systems,train,target,systems,systemd,medium,Give the `systemctl` command that performs `restart` on service `worker101.service`.,systemctl restart worker101.service
systems-train-target-016,systems,train,target,systems,journald,medium,Give a `journalctl` command that shows logs for `worker101.service` since 35 minutes ago.,"journalctl -u worker101.service --since ""35 minutes ago"""
systems-train-target-017,systems,train,target,systems,tar,medium,Give a Linux command that creates gzip-compressed archive `backup_101.tar.gz` from directory `/srv/data101`.,tar -czf backup_101.tar.gz /srv/data101
systems-train-target-018,systems,train,target,systems,dns,medium,Give a `dig` command that prints only the IPv4 A-record answer for `node101.example.com`.,dig +short node101.example.com A
systems-train-target-019,systems,train,target,systems,storage,medium,Give a command that reports filesystem disk usage for `/srv/data101` in human-readable units.,df -h /srv/data101
systems-train-target-020,systems,train,target,systems,permissions,medium,Give the Linux command that sets file `app_102.conf` to permission mode 755.,chmod 755 app_102.conf
systems-train-target-021,systems,train,target,systems,find,medium,Give a Linux `find` command that recursively lists regular files under `/var/tmp/job102` whose names end in `.json`.,"find /var/tmp/job102 -type f -name ""*.json"""
systems-train-target-022,systems,train,target,systems,grep,medium,Give a Linux command that recursively searches `/srv/app102` for the text 'refused' and prints line numbers.,grep -R -n 'refused' /srv/app102
systems-train-target-023,systems,train,target,systems,sockets,medium,"On host `node102`, which `ss` command lists listening TCP sockets with numeric addresses and process information?",ss -ltnp
systems-train-target-024,systems,train,target,systems,signals,medium,Give the Linux command that sends SIGINT to PID 1302.,kill -INT 1302
systems-train-target-025,systems,train,target,systems,systemd,medium,Give the `systemctl` command that performs `start` on service `worker102.service`.,systemctl start worker102.service
systems-train-target-026,systems,train,target,systems,journald,medium,Give a `journalctl` command that shows logs for `worker102.service` since 10 minutes ago.,"journalctl -u worker102.service --since ""10 minutes ago"""
systems-train-target-027,systems,train,target,systems,tar,medium,Give a Linux command that creates gzip-compressed archive `backup_102.tar.gz` from directory `/srv/data102`.,tar -czf backup_102.tar.gz /srv/data102
systems-train-target-028,systems,train,target,systems,dns,medium,Give a `dig` command that prints only the IPv4 A-record answer for `node102.example.com`.,dig +short node102.example.com A
systems-train-target-029,systems,train,target,systems,storage,medium,Give a command that reports filesystem disk usage for `/srv/data102` in human-readable units.,df -h /srv/data102
systems-train-target-030,systems,train,target,systems,permissions,hard,Give the Linux command that sets file `app_103.conf` to permission mode 700.,chmod 700 app_103.conf
systems-train-target-031,systems,train,target,systems,find,hard,Give a Linux `find` command that recursively lists regular files under `/var/tmp/job103` whose names end in `.txt`.,"find /var/tmp/job103 -type f -name ""*.txt"""
systems-train-target-032,systems,train,target,systems,grep,hard,Give a Linux command that recursively searches `/srv/app103` for the text 'OOM' and prints line numbers.,grep -R -n 'OOM' /srv/app103
systems-train-target-033,systems,train,target,systems,sockets,hard,"On host `node103`, which `ss` command lists listening UDP sockets with numeric addresses and process information?",ss -lunp
systems-train-target-034,systems,train,target,systems,signals,hard,Give the Linux command that sends SIGUSR1 to PID 1303.,kill -USR1 1303
systems-train-target-035,systems,train,target,systems,systemd,hard,Give the `systemctl` command that performs `stop` on service `worker103.service`.,systemctl stop worker103.service
systems-train-target-036,systems,train,target,systems,journald,hard,Give a `journalctl` command that shows logs for `worker103.service` since 15 minutes ago.,"journalctl -u worker103.service --since ""15 minutes ago"""
systems-train-target-037,systems,train,target,systems,tar,hard,Give a Linux command that creates gzip-compressed archive `backup_103.tar.gz` from directory `/srv/data103`.,tar -czf backup_103.tar.gz /srv/data103
systems-train-target-038,systems,train,target,systems,dns,hard,Give a `dig` command that prints only the IPv4 A-record answer for `node103.example.com`.,dig +short node103.example.com A
systems-train-target-039,systems,train,target,systems,storage,hard,Give a command that reports filesystem disk usage for `/srv/data103` in human-readable units.,df -h /srv/data103
systems-train-target-040,systems,train,target,systems,permissions,medium,Give the Linux command that sets file `app_104.conf` to permission mode 644.,chmod 644 app_104.conf
systems-train-target-041,systems,train,target,systems,find,medium,Give a Linux `find` command that recursively lists regular files under `/var/tmp/job104` whose names end in `.sock`.,"find /var/tmp/job104 -type f -name ""*.sock"""
systems-train-target-042,systems,train,target,systems,grep,medium,Give a Linux command that recursively searches `/srv/app104` for the text 'ready' and prints line numbers.,grep -R -n 'ready' /srv/app104
systems-train-target-043,systems,train,target,systems,sockets,medium,"On host `node104`, which `ss` command lists listening TCP sockets with numeric addresses and process information?",ss -ltnp
systems-train-target-044,systems,train,target,systems,signals,medium,Give the Linux command that sends SIGTERM to PID 1304.,kill -TERM 1304
systems-train-target-045,systems,train,target,systems,systemd,medium,Give the `systemctl` command that performs `reload` on service `worker104.service`.,systemctl reload worker104.service
systems-train-target-046,systems,train,target,systems,journald,medium,Give a `journalctl` command that shows logs for `worker104.service` since 20 minutes ago.,"journalctl -u worker104.service --since ""20 minutes ago"""
systems-train-target-047,systems,train,target,systems,tar,medium,Give a Linux command that creates gzip-compressed archive `backup_104.tar.gz` from directory `/srv/data104`.,tar -czf backup_104.tar.gz /srv/data104
systems-train-target-048,systems,train,target,systems,dns,medium,Give a `dig` command that prints only the IPv4 A-record answer for `node104.example.com`.,dig +short node104.example.com A
systems-train-target-049,systems,train,target,systems,storage,medium,Give a command that reports filesystem disk usage for `/srv/data104` in human-readable units.,df -h /srv/data104
systems-heldout-target-000,systems,heldout,target,systems,permissions,easy,Give the Linux command that sets file `app_200.conf` to permission mode 640.,chmod 640 app_200.conf
systems-heldout-target-001,systems,heldout,target,systems,find,easy,Give a Linux `find` command that recursively lists regular files under `/var/tmp/job200` whose names end in `.log`.,"find /var/tmp/job200 -type f -name ""*.log"""
